name,address,city,state,zip,full_address,farm_type,produce,phone,website,distance,hours
South Moon Farms,15912 S County Rd 335,Hawthorne,FL,32640,"15912 S County Rd 335, Hawthorne , FL 32640","U-Pick Farm, Orchard",Blueberries,,,,
Southern Belle Farm,1658 Turner Church Rd,McDonough,GA,,"1658 Turner Church Rd, McDonough, Georgia 30252","U-Pick Farm, Orchard",Strawberries,,,,
Southern Hill Farms,16651 Schofield Road,Clermont,FL,,"16651 Schofield Road, Clermont, Florida 34714","U-Pick Farm, Orchard",Blueberries,,,,
Spencer Farm,7177 E 161st Street,Noblesville,IN,46062,"7177 E 161st Street, Noblesville, IN 46062","U-Pick Farm, Orchard","Asparagus, Black Raspberries, Blueberries, Grapes, Pumpkins, Raspberries, Red Raspberries, Squash, Strawberries",,,,
Spiller Farm,85 Spiller Farm Lane,Wells,ME,04090,"85 Spiller Farm Lane, Wells, ME 04090","U-Pick Farm, Orchard",Squash,,,,
Stade’s Farm Market,,,,,,"U-Pick Farm, Orchard","Apples, Green Beans, Pumpkins, Raspberries, Strawberries, Sugar Snap Peas, Tomatoes",,,,
Stan’s Berry Patch,,,,,,"U-Pick Farm, Orchard",Blueberries,,,,
Stanton Cherries,6088 West 10000 South,Payson,UT,,"6088 West 10000 South, Payson, Utah 84651","U-Pick Farm, Orchard",Cherries,,,,
Star Orchard,,,,,,"U-Pick Farm, Orchard",Apples,,,,
Starvish Farm,,,,,,"U-Pick Farm, Orchard",Strawberries,,,,
Stateline Blueberries,9957  North Frontage Road,Michigan City,IN,46360,"9957  North Frontage Road, Michigan City, IN 46360","U-Pick Farm, Orchard",Blueberries,,,,
Steep Hill Farm,26 Clyde Wells Road,Fayette,ME,,"26 Clyde Wells Road, Fayette, Maine 04349","U-Pick Farm, Orchard","Blueberries, Raspberries",,,,
Steffens Orchard Market,4344 13 Mile Rd NW,Sparta,MI,,"4344 13 Mile Rd NW, Sparta, Michigan 49345","U-Pick Farm, Orchard",Apples,,,13 miles,
Stepp’s Hillcrest Orchard,170 Stepp Orchard Dr,Hendersonville,NC,,"170 Stepp Orchard Dr, Hendersonville, North Carolina 28792","U-Pick Farm, Orchard","Apples, Pumpkins",,,,
Stewart Farms,6600 Highway 92,Enoree,SC,,"6600 Highway 92, Enoree, South Carolina 29335","U-Pick Farm, Orchard","Blackberries, Pumpkins, Strawberries, Vegetables",,,,
Stone Brook Hill Farm,128 Glidden Road,Gilford,NH,,"128 Glidden Road, Gilford, New Hampshire 03249","U-Pick Farm, Orchard","Apples, Blueberries",,,,
Stover’s U-Pic,,,,,,"U-Pick Farm, Orchard","Apples, Apricots, Blackberries, Blueberries, Cherries, Grapes, Peaches, Pumpkins, Raspberries, Strawberries",,,,
Straight River Farm,3733 220th St E,Faribault,,,"3733 220th St E, Faribault, 1021 55021","U-Pick Farm, Orchard","Blueberries, Raspberries, Strawberries",,,,
Strawberry Basket,12591 Aetna Ave NE,Monticello,MN,,"12591 Aetna Ave NE, Monticello, Minnesota 55362","U-Pick Farm, Orchard","Blueberries, Raspberries, Strawberries",,,,
Stroik’s Lake Du Bay Berry Farm,1836 County Rd. C,Mosinee,WI,,"1836 County Rd. C, Mosinee, Wisconsin 54455","U-Pick Farm, Orchard","Raspberries, Strawberries",,,,
Strong Tower Vineyard,17810 Forge Drive,Spring Hill,FL,,"17810 Forge Drive, Spring Hill, Florida 34610","U-Pick Farm, Orchard",Grapes,,,,
Stults Farm,146 Cranbury Neck Rd,Plainsboro Township,NJ,,"146 Cranbury Neck Rd, Plainsboro Township, New Jersey 08536","U-Pick Farm, Orchard",Pumpkins,,,,
Stutzman Ranch,2226 Easy St,Wenatchee,WA,,"2226 Easy St, Wenatchee, Washington 98801","U-Pick Farm, Orchard","Apples, Cherries, Grapes, Nectarines, Peaches, Pears",,,,
Sugartown Strawberries,650 Sugartown Rd,Malvern,PA,,"650 Sugartown Rd, Malvern, Pennsylvania 19355","U-Pick Farm, Orchard",Strawberries,,,,
Sunburst Blueberry Farm,44 Rawson Street,Uxbridge,MA,01569,"44 Rawson Street, Uxbridge, MA 01569","U-Pick Farm, Orchard",Blueberries,,,,
Sunlight Farms LLC,30 Loomis Rd,Prosser,WA,99350,"30 Loomis Rd, Prosser, WA 99350","U-Pick Farm, Orchard",Blueberries,,,,
Sunmist Farm,26700 Avenida Del Oro,Temecula,CA,92590,"26700 Avenida Del Oro, Temecula, CA 92590","U-Pick Farm, OrchardWedding Venue","Blueberries, Lemons, Tangerines",,,,
Sunnycrest Farm,59 High Range Road,Londonderry,NH,03053,"59 High Range Road, Londonderry, NH 03053","U-Pick Farm, Orchard","Apples, Blueberries, Cherries, Flowers, Peaches, Pumpkins, Raspberries, Strawberries",,,,
Sunnyvale Pecan Orchard,137  Rebecca Rd,Sunnyvale,TX,,"137  Rebecca Rd, Sunnyvale, Texas 75182","U-Pick Farm, Orchard",Pecans,,,,
Sunshine Acres Lavender Farm,2471 Moore Saur Rd,Morrow,OH,45152,"2471 Moore Saur Rd, Morrow, OH 45152","Farm MarketHoney BeesPicnic AreaU-Pick Farm, Orchard",Lavender,,,,
Sunshine Farms,11728 County Road 37,Clanton,AL,,"11728 County Road 37, Clanton, Alabama 35045","U-Pick Farm, Orchard",Strawberries,,,,
Sunshine Valley Farms,8125 Ad Highway,Rogersville,MO,,"8125 Ad Highway, Rogersville, Missouri 65742","U-Pick Farm, Orchard","Apples, Blackberries, Blueberries, Peaches, Raspberries",,,,
Suzanne’s Fruit Farm,77 Peach Court,Hampton,AR,,"77 Peach Court, Hampton, Arkansas 71744","U-Pick Farm, Orchard","Blackberries, Blueberries, Grapes, Peaches, Plums, Pumpkins",,,,
Sweet Berries & Brambles,309 NE 120 Road,Harper,KS,,"309 NE 120 Road, Harper, Kansas 67058","U-Pick Farm, Orchard","Blackberries, Strawberries",,,,
Sweet Berry Farm,,,,,,"U-Pick Farm, Orchard","Pumpkins, Strawberries",,,,
Sweet Berry Farm,915 Mitchell's Lane,Middletown,RI,,"915 Mitchell's Lane, Middletown, Rhode Island 02842","U-Pick Farm, Orchard","Apples, Blueberries, Raspberries, Strawberries",,,915 miles,
Sweet Pickin’s Pumpkin Patch,512 Kingfisher Lane,Kalispell,MT,,"512 Kingfisher Lane, Kalispell, Montana 59901","U-Pick Farm, Orchard",Pumpkins,,,,
Sweet Season Farm,77 Liberty Rd,Washington,ME,,"77 Liberty Rd, Washington, Maine 04574","U-Pick Farm, Orchard","Blueberries, Pumpkins, Raspberries, Strawberries",,,,
Sweethaven Lavender,2301 Jolly Pond Road,Williamsburg,VA,23188,"2301 Jolly Pond Road, Williamsburg, VA 23188","FestivalPicnic AreaU-Pick Farm, OrchardWedding Venue","Cut Flowers, Herbs",,,,
Tammen Treeberry Farm,,,,,,"U-Pick Farm, Orchard",Blueberries,,,,
Tanaka Farms,5380 3/4 University Dr,Irvine,CA,,"5380 3/4 University Dr, Irvine, California 92612","U-Pick Farm, Orchard","Pumpkins, Strawberries, Vegetables, Watermelons",,,,
Taylor U-Pick Blueberries (Closed For The Season),19755 S. Unger Rd,Beavercreek,OR,97004,"19755 S. Unger Rd, Beavercreek, OR 97004","U-Pick Farm, Orchard",Blueberries,,,,
Terhune Orchards,330 Cold Soil Road,Princeton,NJ,,"330 Cold Soil Road, Princeton, New Jersey 08540","U-Pick Farm, Orchard","Apples, Blackberries, Blueberries, Cherries, Nectarines, Potatoes, Rhubarb, Strawberries, Tomatoes",,,,
Terison Apple Orchard,8 Whitney Rd,Cumberland Center,ME,,"8 Whitney Rd, Cumberland Center, Maine 04021","U-Pick Farm, Orchard",Apples,,,,
TG Farms,1580 NW Hwy 37,Newcastle,OK,,"1580 NW Hwy 37, Newcastle, Oklahoma 73065","U-Pick Farm, Orchard",Blackberries,,,,
The Berry Farm,2966 Hudson Rd.,Fulton,KY,42041,"2966 Hudson Rd., Fulton, KY 42041","U-Pick Farm, Orchard",Strawberries,,,,
The Berry Farmer,10222 Hoot Owl Valley Rd.,Baraboo,WI,,"10222 Hoot Owl Valley Rd., Baraboo, Wisconsin 53913","U-Pick Farm, Orchard","Blueberries, Peas, Strawberries",,,,
The Blueberry House,589 Apple Hill Road,Bennington,VT,05201,"589 Apple Hill Road, Bennington , VT 05201","Picnic AreaSchool Field TripsU-Pick Farm, Orchard",Blueberries,,,,
The Farm as Swan’s Tail,7301 Rivershore Rd,Snohomish,WA,,"7301 Rivershore Rd, Snohomish, Washington 98290","U-Pick Farm, Orchard",Apples,,,,
The Fruit Factory,6162 Airline Rd,Pavo,GA,31778,"6162 Airline Rd, Pavo, GA 31778",Pre-Picked Only,"Apples, Blueberries, Citrus, Grapefruit, Grapes, Kumquats, Lemons, Limes, Muscadines, Oranges, Pecans, Persimmons, Satsumas, Tangerines",,,,
The Little Farmer,9438 Hwy. 151,Malone,WI,,"9438 Hwy. 151, Malone, Wisconsin 53049","U-Pick Farm, Orchard",Pumpkins,,,,
The Orchard,12206 East Hwy 62,Idalou,TX,,"12206 East Hwy 62, Idalou, Texas 79329",Pre-Picked Only,Ready Picked Only,,,,
The Rock Ranch,5020 Barnesville Hwy,The Rock,GA,,"5020 Barnesville Hwy, The Rock, Georgia 30285","U-Pick Farm, Orchard","Blackberries, Grapes, Raspberries, Strawberries",,,,
The Wilson Family Farm,4809 Byrd Lane,College Grove,TN,37046,"4809 Byrd Lane, College Grove, TN 37046","Corn MazeFarm MarketSchool Field TripsU-Pick Farm, OrchardWedding Venue","Cut Flowers, Pumpkins, Strawberries, Vegetables",,,,
Thierbach Orchards & Berry Farm,15885 Orchard Lane,Marthasville,MO,,"15885 Orchard Lane, Marthasville, Missouri 63357","U-Pick Farm, Orchard","Apples, Blackberries, Blueberries, Peaches, Strawberries",,,,
Thompson Strawberry Farm,14000 75th Street,Bristol,WI,,"14000 75th Street, Bristol, Wisconsin 53104","U-Pick Farm, Orchard","Pumpkins, Raspberries, Strawberries",,,,
Thunderbird Berry Farm,32100 E 71st St S,Broken Arrow,OK,,"32100 E 71st St S, Broken Arrow, Oklahoma 74014","U-Pick Farm, Orchard","Blackberries, Blueberries, Raspberries, Strawberries",,,,
Timberlea Farm,705 SW Ringgold St,Boone,IA,,"705 SW Ringgold St, Boone, Iowa 50036","U-Pick Farm, Orchard",Aronia Berries,,,,
Toth Brothers,13007 E. Michigan Ave.,Grass Lake,MI,,"13007 E. Michigan Ave., Grass Lake, Michigan 49240","U-Pick Farm, Orchard",Blueberries,,,,
Trax Farms,528 Trax Road,Finleyville,,,"528 Trax Road, Finleyville,  15332","U-Pick Farm, Orchard","Blueberries, Pumpkins, Strawberries",,,,
Tree-Mendus Fruit,9351 E Eureka Rd,Eau Claire,MI,49111,"9351 E Eureka Rd, Eau Claire, MI 49111","U-Pick Farm, Orchard",Cherries,,,,
Triple B Farms,823 Berry Lane,Monongahela,PA,15063,"823 Berry Lane, Monongahela, PA 15063","BakeryCorn MazeFarm MarketFestivalHoney BeesPetting ZooPlaygroundSchool Field TripsU-Pick Farm, Orchard","Apples, Black Raspberries, Blueberries, Flowers, Peaches, Pumpkins, Raspberries, Red Raspberries, Strawberries",,,,
Truman Ranch II U-Pick Citrus,18800 W Greenway Rd,Surprise,AZ,,"18800 W Greenway Rd, Surprise, Arizona 85388","U-Pick Farm, Orchard",Citrus,,,,
TS Smith & Sons,8887 Redden Road,Bridgeville,DE,,"8887 Redden Road, Bridgeville, Delaware 19933","U-Pick Farm, Orchard","Apples, Nectarines, Peaches, Pumpkins",,,,
Tubbs Berry Farm,1150 S Park Ave W,Twin Falls,ID,,"1150 S Park Ave W, Twin Falls, Idaho 83301","U-Pick Farm, Orchard","Pumpkins, Raspberries, Strawberries",,,,
Tuttle Orchards,,,,,,"U-Pick Farm, Orchard","Apples, Pumpkins",,,,
Tyler’s Rocky Point Orchard,145 E Slope Rd,Emmett,ID,,"145 E Slope Rd, Emmett, Idaho 83617","U-Pick Farm, Orchard","Apples, Apricots, Cherries, Peaches, Plums",,,,
"U-Pick/We-Pick Tomatoes, St. Paul, OR",21002 River Rd. NE,St. Paul,OR,97137,"21002 River Rd. NE, St. Paul, OR 97137","U-Pick Farm, Orchard",Tomatoes,,,,
Ufford Hills Pumpkin Patch,,,,,,"U-Pick Farm, Orchard",Pumpkins,,,,
Uncle Johnny’s U-Pick Farm,18561 Surface Creek Road,Cedaredge,CO,81413,"18561 Surface Creek Road, Cedaredge, CO 81413","U-Pick Farm, Orchard",Squash,,,,
Underwood Family Farms,3370 Sunset Valley Rd,Moorpark,CA,,"3370 Sunset Valley Rd, Moorpark, California 93021","U-Pick Farm, Orchard","Blackberries, Pumpkins, Strawberries, Tomatoes, Vegetables",,,,
Union Orchard,2405 S Highway 75,Union,NE,,"2405 S Highway 75, Union, Nebraska 68455","U-Pick Farm, Orchard","Apples, Pumpkins",,,,
UPick Strawberry Farm,5396 Hahn Road,DeForest,WI,53532,"5396 Hahn Road, DeForest, WI 53532","U-Pick Farm, Orchard","Beans, Broccoli, Cucumbers, Green Beans, Kale, Leafy Greens, Melons, Pumpkins, Squash, Strawberries, Sugar Snap Peas, Tomatoes, Vegetables",,,,
Valley Orchard,,,,,,"U-Pick Farm, Orchard",Apples,,,,
Vandervalk Farm & Winery,25 Lovell St,Mendon,MA,,"25 Lovell St, Mendon, Massachusetts 01756","U-Pick Farm, Orchard",Blueberries,,,,
Vertuccio Farms,4011 S. Power Rd,Mesa,AZ,,"4011 S. Power Rd, Mesa, Arizona 85212","U-Pick Farm, Orchard","Citrus, Watermelons",,,,
Villa del Sol,6989 Elizabeth Lake Road,Leona Valley,CA,,"6989 Elizabeth Lake Road, Leona Valley, California 93551","U-Pick Farm, Orchard",Cherries,,,,
Vine Abiding Farms,,,,,,"U-Pick Farm, Orchard","Apples, Peaches",,,,
Volcan Valley Farm,1284 Julian Orchards Dr,Julian,CA,,"1284 Julian Orchards Dr, Julian, California 92036","U-Pick Farm, Orchard",Apples,,,,
Vollmer Farm,677 NC Hwy 98 E,Bunn,,,"677 NC Hwy 98 E, Bunn, 0 27508","U-Pick Farm, Orchard","Blackberries, Blueberries, Strawberries",,,,
Wagner Farms,5000 Corrales Rd,Corrales,NM,,"5000 Corrales Rd, Corrales, New Mexico 87048","U-Pick Farm, Orchard",Apples,,,,
Wagon Wheel Orchard,15380 Edgerton Road,Gardner,KS,,"15380 Edgerton Road, Gardner, Kansas 66030","U-Pick Farm, Orchard","Apples, Cherries, Peaches, Pears",,,,
Wake Forest Farms,6817 Zebulon Road,Wake Forest,NC,27587,"6817 Zebulon Road, Wake Forest, NC 27587","U-Pick Farm, Orchard",Blueberries,,,,
Walker’s Blueberries,,,,,,"U-Pick Farm, Orchard",Blueberries,,,,
Wallys Farm,495 Pakala St.,Honolulu,HI,96825,"495 Pakala St., Honolulu, HI 96825","U-Pick Farm, Orchard","Beans, Beets, Carrots, Citrus, Collard, Eggplant, Figs, Garlic, Green Beans, Herbs, Kale, Leafy Greens, Lemons, Limes, Oranges, Peas, Peppers, Potatoes, Rhubarb, Sugar Snap Peas, Swiss Chard, Turnip Greens, Vegetables",,,,
Walnut Drive Gardens,2129 Randolph Rd,Mogadore,OH,,"2129 Randolph Rd, Mogadore, Ohio 44260","U-Pick Farm, Orchard","Peppers, Raspberries, Strawberries, Tomatoes",,,,
Walvoord’s Berry Farm,2160 Smiles Road,Oostburg,WI,,"2160 Smiles Road, Oostburg, Wisconsin 53070","U-Pick Farm, Orchard",Strawberries,,,,
Warbington Farms,5555 Crow Road,Cumming,GA,,"5555 Crow Road, Cumming, Georgia 30041","U-Pick Farm, Orchard","Pumpkins, Strawberries",,,,
Ward’s Berry Farm,614 South Main St,Sharon,MA,,"614 South Main St, Sharon, Massachusetts 02067","U-Pick Farm, Orchard","Blueberries, Pumpkins, Strawberries",,,,
Washington Farms,5691 Hog Mountain Rd,Bogart,GA,,"5691 Hog Mountain Rd, Bogart, Georgia 30622","U-Pick Farm, Orchard","Blackberries, Blueberries, Pumpkins, Strawberries",,,,
Weaver’s Berry Land Farm,2252 Hwy 16 West,Jackson,GA,,"2252 Hwy 16 West, Jackson, Georgia 30233","U-Pick Farm, Orchard","Blackberries, Blueberries, Raspberries",,,,
Webb Ranch,2720 Alpine Road,Portola Valley,,,"2720 Alpine Road, Portola Valley, 1003 94028","U-Pick Farm, Orchard","Blackberries, Raspberries",,,,
Webers PeachBerry Farm,11409 Harford Road,Glen Arm,MD,21057,"11409 Harford Road, Glen Arm, MD 21057","U-Pick Farm, Orchard","Apples, Black Raspberries, Blackberries, Blueberries, Cut Flowers, Peaches, Strawberries",,,,
Wegmeyer Farms,38299 Hughesville Road,Hamilton,VA,,"38299 Hughesville Road, Hamilton, Virginia 20158","U-Pick Farm, Orchard","Pumpkins, Strawberries",,,,
Wellsberry Farm,416 E 7th Street,Wellsville,KS,,"416 E 7th Street, Wellsville, Kansas 66092","U-Pick Farm, Orchard","Blackberries, Raspberries",,,,
Wenninghoff’s Pumpkin Patch,6707 Wenninghoff Rd,Omaha,NE,,"6707 Wenninghoff Rd, Omaha, Nebraska 68122","U-Pick Farm, Orchard",Pumpkins,,,,
West Orchards,3034 N. Ridge Rd. (SR 20),Perry,OH,,"3034 N. Ridge Rd. (SR 20), Perry, Ohio 44081","U-Pick Farm, Orchard","Sour Cherries, Strawberries",,,,
Westmoreland Berry Farm,1235 Berry Farm Lane,Colonial Beach,VA,,"1235 Berry Farm Lane, Colonial Beach, Virginia 22443","U-Pick Farm, Orchard","Blackberries, Blueberries, Raspberries, Strawberries",,,,
Weston Red Barn Farm,16300 Wilkerson Road,Weston,MO,,"16300 Wilkerson Road, Weston, Missouri 64098","U-Pick Farm, Orchard","Apples, Pumpkins",,,,
Westview Orchards,,,,,,"U-Pick Farm, Orchard","Apples, Cherries, Peaches, Pumpkins, Strawberries",,,,
Westward Orchards,178 Mass Ave,Harvard,MA,,"178 Mass Ave, Harvard, Massachusetts 01451","U-Pick Farm, Orchard","Apples, Blueberries, Nectarines, Peaches, Pears, Plums, Pumpkins",,,,
White Oak Farm,1700 Brownstone Road,Renick,VA,,"1700 Brownstone Road, Renick, West Virginia 24966","U-Pick Farm, Orchard",Blueberries,,,,
Whittier Fruit Farm,,,,,,"U-Pick Farm, Orchard","Apples, Blueberries, Cherries, Plums, Pumpkins",,,,
Wild Berry Farm,905 Crawford Rd,Sadler,TX,,"905 Crawford Rd, Sadler, Texas 76264","U-Pick Farm, Orchard","Blackberries, Blueberries",,,,
Wild Rose Strawberry Farm,7645 N 429 Rd,Adair,OK,,"7645 N 429 Rd, Adair, Oklahoma 74330","U-Pick Farm, Orchard",Strawberries,,,,
Wild Things Farm,700 Beaty Ave,Pocola,,,"700 Beaty Ave, Pocola, 0 74902","U-Pick Farm, Orchard","Blackberries, Blueberries, Strawberries",,,,
Wildwood Berry Farm,2977 Mad Tom Road,East Dorset,,,"2977 Mad Tom Road, East Dorset, 1043 05253","U-Pick Farm, Orchard","Blueberries, Raspberries",,,,
Wilfert Farms,7528 Manitou Drive,Two Rivers,WI,,"7528 Manitou Drive, Two Rivers, Wisconsin 54241","U-Pick Farm, Orchard",Pumpkins,,,,
Wilinda Blueberry Patch,730 Frankton Rd,Hood River,OR,,"730 Frankton Rd, Hood River, Oregon 97031","U-Pick Farm, Orchard",Blueberries,,,,
Willims Fruit Ranch,2455 W South Slope Rd,Emmett,ID,,"2455 W South Slope Rd, Emmett, Idaho 83617","U-Pick Farm, Orchard","Apples, Cherries, Peaches, Plums",,,,
Wilson’s Orchard,4823 Dingleberry Road NE,Iowa City,IA,,"4823 Dingleberry Road NE, Iowa City, Iowa 52240","U-Pick Farm, Orchard",Apples,,,,
Wilton Blueberry,83 McLaughlin Road,Wilton,ME,,"83 McLaughlin Road, Wilton, Maine 04294","U-Pick Farm, Orchard",Blueberries,,,,
Wind Drift Orchard,18499 NE 50th St,Harrah,OK,,"18499 NE 50th St, Harrah, Oklahoma 73045","U-Pick Farm, Orchard","Nectarines, Peaches",,,,
Wind Harvest Farm,830 Henry Rd,Morril,NE,,"830 Henry Rd, Morril, Nebraska 69358","U-Pick Farm, Orchard",Raspberries,,,,
Wind Ridge Farm,3511 Highway F,New Melle,MO,,"3511 Highway F, New Melle, Missouri 63365","U-Pick Farm, Orchard","Blackberries, Blueberries, Peaches",,,,
Windy Creek Vineyards,3295 Union Hill Road,Sanger,,,"3295 Union Hill Road, Sanger, 1041 76266","U-Pick Farm, Orchard","Grapes, Peaches, Plums",,,,
Winslow Farm,291 Gray rd,Falmouth,ME,04105,"291 Gray rd, Falmouth, ME 04105","U-Pick Farm, Orchard",Blueberries,,,,
Wohletz Farm Fresh,1831 N 1100 Rd,Lawrence,KS,,"1831 N 1100 Rd, Lawrence, Kansas 66046","U-Pick Farm, Orchard",Strawberries,,,,
Woodland Berry Farms,10821 Pierce Street,Zeeland,MI,,"10821 Pierce Street, Zeeland, Michigan 49464","U-Pick Farm, Orchard","Blueberries, Strawberries",,,,
Wye Mountain Flowers & Berries,20309 Hwy 113,Roland,AR,,"20309 Hwy 113, Roland, Arkansas 72135","U-Pick Farm, Orchard","Blackberries, Blueberries, Raspberries",,,,
Ya Ya Farm & Orchard,6914 Ute Hwy,Longmont,CO,,"6914 Ute Hwy, Longmont, Colorado 80503","U-Pick Farm, Orchard",Apples,,,,
Yoder’s Upick Strawberry Patch,65800 County Road 33,Goshen,IN,,"65800 County Road 33, Goshen, Indiana 46526","U-Pick Farm, Orchard",Strawberries,,,,
Young Harvest Farm,2955 Beulah Church Rd,Arrington,TN,37014,"2955 Beulah Church Rd, Arrington, TN 37014",Farm MarketFestival,"Cut Flowers, Flowers",,,,
Youngman Family Farm,472654 E 700 Rd,Westville,OK,74965,"472654 E 700 Rd, Westville, OK 74965","U-Pick Farm, Orchard","Blackberries, Blueberries",,,,
Zettel Farms,7886 County Road A,Baileys Harbor,,,"7886 County Road A, Baileys Harbor,  54202","U-Pick Farm, Orchard",Cherries,,,,
"Zimmerman’s Berry Farm, LLC",2260 Revere Road,Marshall,NC,28753,"2260 Revere Road, Marshall, NC 28753","U-Pick Farm, Orchard","Black Raspberries, Blackberries",,,,
Zurbrugg Blueberries,11834 Evergreen Rd. NE,Silverton,OR,,"11834 Evergreen Rd. NE, Silverton, Oregon 97381","U-Pick Farm, Orchard",Blueberries,,,,
